"dates","titles","paragraphs"
"2016-02-11","[마켓인사이트]엘리엇, 삼성물산 주식매수청구 법원 결정에 항고","자본시장의 혜안  ‘마켓인사이트’  에 게재된 기사입니다  -----------------------------------------------------------  미국계 헤지펀드 엘리엇매니지먼트가 삼성물산 주식매수청구가격 조정신청 결과에 항고했다.  4일 투자은행(IB) 업계에 따르면 엘리엇의 법률대리인인 법무법인 넥서스는 지난 2일 법원에 항고장을 제출했다. 일성신약도 법무법인 엘케이비앤파트너스를 통해 지난 3일 항고했다.  서울중앙지방법원"
"2016-02-11","코스피, 장중 1870선 붕괴…악재 '쓰나미'","서비스(-3.71%), 건설(-3.44%), 의료정밀(-3.39%), 의약품(-3.38%), 운수창고(-3.27%) 등의 낙폭이 상대적으로 컸다.  시가총액 상위주도 한국전력(0.57%)을 제외한 전 종목이 내림세다.  '대장주' 삼성전자가 2.92% 떨어진 것을 비롯해 네이버(-5.51%), 삼성물산(-3.29%), SK하이닉스(-3.20%) 등은 3% 이상의 하락세를 보였다.  같은 시각 코스닥지수는 전 거래일보다 18.93포인트(2.78%) 내린 662.38을"
"2016-02-10","내달까지 3만6천가구…분양 앞당기는 10대 건설사","단지의 청약 성적은 대체로 양호했다. 10대 건설사가 분양한 네 곳 가운데 3개 단지가 1순위에서 모집가구 수를 채웠고 1순위 평균 청약 경쟁률도 19 대 1로 올해 분양한 전체 단지의 평균 경쟁률(8 대 1)을 웃돌았다.  삼성물산은 이달 서울 광진구 구의1구역을 재건축하는 ‘래미안 구의 파크스위트’ 854가구(전용면적 59~145㎡) 중 502가구를 일반 분양한다. 이달 대우건설도 경기 고양시 탄현동에서 1690가구 규모의 ‘일산 에듀포레"
"2016-02-10","불황 타고 오르는 성장주","수요가 꾸준히 늘어날 것으로 예상된다”고 말했다. 올해 한샘의 영업이익과 순이익 컨센서스(증권사 추정치 평균)는 1881억원, 1466억원으로 전년 대비 각각 28.35%, 24.98% 많다.  LG생명과학(67.29배) 삼성물산(57.86배) SK케미칼(43.66배) 아모레G(39.18배) CJ대한통운(37.23배) 등 고PER 상위 종목들이 연초 조정장에서도 상승세를 이어가고 있다.  이런 종목들은 지금처럼 경기와 기업 실적이 전반적으로 부진할 때 각광받는다는"
"2016-02-10","[마켓인사이트] 대우증권, 연초 IPO 시장 독보적 1위","영업’에 나선 것도 이유로 꼽힌다. 작년 하반기 호텔롯데가 IPO 주관사 선정을 위한 프레젠테이션을 할 때 홍성국 대우증권 사장이 직접 발표를 맡아 화제가 되기도 했다. IB업계 관계자는 “2014년 제일모직(현재 삼성물산과 합병)을 상장시킨 데 이어 오는 5월께 호텔롯데 상장도 성공적으로 마무리하면 대우증권은 ‘IPO 빅딜’에 강한 증권사라는 이미지를 확고하게 구축할 수 있을 것”이라고 예상했다.  나수지 기자 suji@han"
"2016-02-09","10대 증권사 ""롯데케미칼·CJ E&M, 설 이후를 부탁해~""","안정되고 인터넷·콘텐츠 업종은 해외 시장 공략을 이어나갈 것이라는 전망이다.  대우증권, 미래에셋증권, 삼성증권 등 3개 증권사는 설 이후 투자 유망주로 CJ E&M을 선택했다.  대우증권은 ""히말라야 효과로 ... 밖에 LG생활건강, S-OIL, 고려아연, 강원랜드, 삼성전자, 하나투어, 한국단자(한국투자증권), LIG넥스원(삼성증권), CJ대한통운, 삼성화재(신한금융투자), 동아에스티, 코스맥스(현대증권), 한전KPS(메리츠증권), 삼성물산,"
"2016-02-05","코스피, 설 연휴 전 관망세…강보합 마감","등은 오른 반면 음식료품(-2.74%), 전기가스업(-2.40%), 의료정밀(-1.71%), 운수창고(-1.01%) 등은 하락했다.  시가총액 상위주는 혼조세였다.  삼성전자(0.69%), 현대차(0.75%), 아모레퍼시픽(0.25%) 등은 강세를 나타낸 반면 한국전력(-2.79%), 삼성물산(-0.65%), 현대모비스(-0.81%), LG화학(-0.33%) 등은 약세였다.  코스닥지수는 전 거래일보다 2.31포인트(0.34%) 내린 681.31로"
"2016-02-05","""설 연휴, 태안의 기적 직접 확인하세요""유료","(대전=임호범 지식사회부 기자) 2007년 12월 7일 충청남도 태안 앞바다를 기억하십니까.  아직도 많은 분들이 이날 발생한 기름유출 사고를 잊지 않고 계실 겁니다. 인천대교 공사를 마친 삼성물산 소속 크레인 부선 삼성 1호를 예인선이 끌고가던 중 와이어가 끊어지면서 정박해 있던 홍콩 선적의 유조선 허베이 스피리트호와 충돌해 사상 최악의 기름유출이 발생한 날 입니다.  유조선 탱크에 있던 7만8918배럴의 원유가 유출돼 태안뿐만 아니라 군산 앞바다까지"
"2016-02-05","래미안의 새로운 평면은?…'알파룸+테라스+복층형' 아뜰리에","[ 김하나 기자 ]삼성물산은 서울 광진구 구의1구역 재건축을 통해 분양예정인 ‘래미안 구의 파크스위트’에 새로운 개념의 복층형 아파트를 선보인다.  ‘래미안 아뜰리에 하우스’로 불리는 이 평면은 당초 활용하기 어려웠던 지하 피트(PIT) 공간을 1층 가구의 독립된 다용도 공간으로 사용할 수 있게 한 것이 특징이다. 피트(PIT)란, 건축설비 등을 설치 또는 통과하기 위한 공간이다. 일반적으로는 지하에 만들어지며"
"2016-02-05","코스피, 외인·기관 팔자에 1910선 '위태'…원·달러 이틀째 '급락'","순매도로 전체 128억원 매도 우위다.  업종별로는 혼조세다. 화학 음식료업 기계 의료정밀 운수장비 유통업 등이 하락중이고 섬유의복 종이목재 의약품 철강금속 등을 상승세다.  시가총액 상위 종목들도 등락이 엇갈리고 있다. 한국전력 삼성물산 현대모비스 삼성생명 SK가 1% 안팎의 약세를 나타내고 있다. 반면 삼성전자 SK하이닉스 LG화학 네이버 신한지주 등은 상승세다.  종목별로 현대미포조선은 실적 및 수주 관련 우려에 4% 넘게 하락중이다. CJ제이제당과 금호석유는"
"2016-02-04","코스피, 1% 넘게 오르며 1910선 진입…외국인 기관 '사자'","홀로 1482억원 순매도다. 프로그램으로는 1556억원어치의 자금이 유입되고 있다.  전기가스업 보험 등을 제외하고 대부분의 업종이 상승세다. 운수장비 증권 철강금속 등이 2~3% 강세다.  시가총액 상위 종목들도 상승이 우위다. 삼성전자가 상승중이며 삼성물산 현대모비스 LG화학 신한지주 SK등이 3~4% 오름세다. 현대차 SK하이닉스 SK텔레콤 등도 1% 넘게 상승중이다.  반면 한국전력 아모레퍼시픽 네이버는 하락세다.  같은시간 코스닥도 상승세다. 전날보다"
"2016-02-04","올 상반기 재건축 7000여 가구 분양…작년 대비 48%↑","아이파크’를 분양한다. 단지는 지하 5층~지상 22층 13개 동으로 구성된다. 전용면적은 59~127㎡로 총 1061가구 중 617가구를 일반 분양한다. 2024년 단지 인근에 서부경전철(명지대역)이 계통 예정이다.  삼성물산도 개포주공2단지를 재건축한 ‘래미안 블레스티지’를 분양할 예정이다. 단지는 올해 개포지구 첫 재건축 분양 아파트로 지하 3층~지상 35층, 총 23개동, 전용면적 49~182㎡, 총 1957가구 규모다. 이"
"2016-02-04","코스피, 국제유가 반등에 장중 1900선 회복","등락이 엇갈렸다.  철강·금속(1.90%), 건설업(1.73%), 비금속광물(1.16%) 등은 오른 반면 의약품(-2.53%), 음식료품(-1.39%), 보험(-0.69%) 등은 하락했다.  시가총액 상위주도 혼조세를 보였다.  삼성전자(0.79%), 현대차(1.16%), 삼성물산(2.39%), 현대모비스(2.50%) 등은 강세다.  반면 한국전력(-0.19%), 아모레퍼시픽(-0.75%), 삼성생명(-1.33%), NAVER(-0.17%) 등은 약세다."
"2016-02-04","코스피, 1900선 회복…유가 급등에 사흘만에 '상승'","개인과 기관은 각각 34억원 156억원 순매수중이고 외국인은 202억원 매도 우위다. 프로그램으로는 10억원어치의 자금이 빠져나가고 있다.  유통업 보험 등을 제외하고 대부분의 업종이 상승세다. 시가총액 1위~15위 종목들은 삼성생명 SK텔레콤을 제외하고 오름세다.  삼성전자 한국전력 삼성물산 아모레퍼시픽이 소폭 상승중이고 현대차 현대모비스 기아차는 1% 안팎의 상승세다. 네이버 LG화학 신한지주 등도 상승폭을 확대하고 있다.  종목별로는 SK이노베이션이"
"2016-02-04","래미안 구의 파크스위트, 오는 21일까지 이벤트 실시","[ 김하나 기자 ]삼성물산은 이달 분양하는 ‘래미안 구의 파크스위트’를 미리 살펴볼 수 있도록 홈페이지에서 이벤트응 연다.  이벤트 참여를 원하는 고객들은 래미안 홈페이지(www.raemian.co.kr)에서 ‘래미안 구의 파크 스위트’를 관심단지로 등록한 후 단지의 5가지 꿀매력을 모두 확인하면 된다. 5가지 단지의 매력에는 래미안이 처음 선보이는 복층 특화세대 아뜰리에 하우스 거실, 주방의 공간활용도를"
"2016-02-03","코스피, 외국인·기관 팔자에 낙폭 확대…1880선으로 밀려","1029억원 매수 우위다. 프로그램으로는 397억원어치 자금이 빠져나가고 있다.  화학을 제외한 대부분 업종이 하락중이다. 통신업이 4% 넘게 하락세고 철강금속 의료정밀 은행 등이 2%대 약세다.  시가총액 상위 종목들도 대부분 내림세다. 삼성전자가 1%대 약세를 나타내고 있으며 삼성물산 SK하이닉스 신한지주 SK등이 2~3%약세다. 현대차 현대모비스는 판매 부진 우려감이 커지며 하락중이다.  반면 아모레퍼시픽은 외국계 창구를 통한 자금이 유입되며 2% 가까이 오르고 있다."
"2016-02-03","코스피, 유가 급락·북한 도발에 1880선 '털썩'","의약품(0.80%), 화학(0.77%), 섬유·의복(0.64%) 등은 올랐다.  시가총액 상위주도 혼조세를 보였다.  지난해 매출, 영업이익, 순이익이 모두 감소하며 시장에 실적 실망감을 안긴 SK텔레콤은 6.70%나 하락했고 삼성전자(-0.87%), 삼성물산(-0.33%), 현대차(-1.16%), 현대모비스(-2.27%), SK하이닉스(-2.99%) 등도 약세다.  반면 아모레퍼시픽(4.11%), 한국전력(0.19%), 기아차(0.70%)은 강세다.  같은 시각"
"2016-02-03","코스피, 1890선 '털썩'…유가 급락 충격에 이틀째 내리막","순매수중이다. 프로그램으로는 229억원어치의 자금이 빠져나가고 있다.  화학, 의약품 등을 제외한 대부분의 업종이 하락중이다. 시가총액 상위 종목들도 울상이다. 시총 1~15위 종목 가운데 아모레퍼시픽을 제외하고 모두 하락중이다.  삼성전자는 1% 넘게 하락하며 114만원대서 거래중이고 삼성물산 현대차 현대모비스 신한지주 삼성전자우 등이 1% 내림세다. 특히 현대차와 기아차는 판매 부진 우려에 5거래일 연속 하락 중이다.  SK하이닉스와 SK텔레콤은 3~4% 약세다."
"2016-02-02","삼성생명 금융지주사 전환에 따른 시나리오는…단기에 내 계좌 투자자금 4배까지 운영하려면?","대한 '지배'가 금지돼 있다. 금융지주회사법의 기본원칙이 '금산분리'에 있기 때문이다.  삼성생명이 금융지주사로 전환할 경우 12조원이 넘는 보유 삼성전자 지분을 전량 처분해야 하는 것으로 드러남에 따라 삼성그룹은 삼성생명 금융지주사 전환 이후 삼성전자 지배력을 유지하기 위한 방법을 고심 중인 것으로 알려졌다. 또 이재용 부회장이 삼성SDS 지분 매각대금 3000억원을 애초 계획한 삼성엔지니어링 지분 매입 대신 삼성물산 지분확대에 사용할 것이라는 전망도"
"2016-02-02","코스피, 1910선으로 '뒷걸음'…· 경기둔화 우려감","247억원, 197억원 순매도중이고 개인은 143억원 매수 우위다. 프로그램으로는 89억원어치 자금이 빠져나가고 있다.  업종별로는 비금속광물 의료정밀 등을 제외하고 하락중이다. 시가총액 상위 종목들도 하락이 우위다.  대장주 삼성전자는 1% 넘게 빠지고 있으며 현대차 삼성물산 현대모비스 네이버 신한지주 등도 모두 내림세다. 반면 한국전력 아모레퍼시픽 삼성생명 SK하이닉스는 상승중이다.  코스닥지수도 하락중이다. 1.80포인트(0.26%) 내린 683.75다. 외국인과"
"2016-02-02","빈폴액세서리, 스마트 백팩 출시","삼성물산 패션부문의 빈폴액세서리는 스마트 액세서리 라인을 출시했다고 2일 밝혔다.  빈폴액세서리는 근접무선통신(NFC)칩과 애플리케이션의 연동을 통해 스마트 기능을 제공하는 백팩, 지갑, 목걸이형 카드지갑, 키링 등의 상품을 선보였다.  특히 업계 최초로 백팩에 스마트 기능을 접목했다는 설명이다. 백팩의 오른쪽 어깨끈에 좁쌀보다 작은 크기의 NFC칩을 삽입, 스마트폰의 '빈폴액세서리' 앱과 접촉해 착신금지, 자주 사용하는 앱 실행 등"
"2016-02-01","수도권 전세가 상승률 15년 내 최고, 내집 마련은 어떻게?","수 있는 만큼 전략적으로 부담이 적은 중소형 아파트를 중심으로 신규 분양시장에 관심을 가져볼 만하다”고 조언했다.  실제로 설 이후 수도권에는 전세 거주자들이 관심을 가져 볼만한 신규분양 아파트들이 적지 않다.  삼성물산은 이달 서울 광진구 구의1구역 재건축을 통해 ‘래미안 구의 파크스위트’를 분양할 예정이다. 단지는 지하 3층, 지상 10~23층 12개 동 전용면적 59~145㎡ 총 854가구 규모로 이중 조합원 분을 제외한"
"2016-02-01","대우증권 노조 ""미래에셋 인수 반대 투쟁 본격 시작""","인수합병 구조가 법률적으로 심각한 문제의 소지가 있다는 최종 결론에 도달했다""며 ""이에 이번주 중 법무법인 넥서스를 법률대리인으로 선임해 다양한 법률적 전략을 실행에 옮길 것""이라고 했다.  넥서스는 지난해 삼성물산과 제일모직의 합병에 반대한 미국계 헤지펀드 엘리어트의 법률대리인이었다.  이어 ""조만간 여야 정무위 국회의원들에 대한 꾸준한 설득작업으로 금융기관 차입매수(LBO) 방지, 국가기관 국유재산의 LBO 방식 매각 금지 등을 골자로"
"2016-01-29","[종목플러스] 삼성 금융지주사 설립 탄력…삼성생명 주가 '청신호'?","삼성생명이 삼성카드의 최대주주로 올라서면서 삼성그룹의 금융지주사 설립이 탄력을 받고 있다.  ""삼성 금융지주사 설립…당장 실행되긴 어려워""  29일 금융투자업계에 따르면 삼성생명은 삼성카드 주식 ... 이후여야 한다""고 말했다.  현재 공정거래법상 일반 지주는 금융자회사의 지배가 불가능하다. 이 때문에 삼성물산이 지주가 된 이후 삼성생명 지분을 보유하기 위해선 중간금융지주법이 필요하다는 설명이다.  손미지 신한금융투자 연구원도"
"2016-01-29","코스피, 외국인 매물 증가에 약세 지속…삼성 '희비'","외국인의 매물이 점증하면서 코스피지수의 하락세도 이어지고 있다. 삼성그룹주는 각각의 이유로 요동치고 있는 중이다.  29일 오전 11시24분 현재 코스피지수는 전날보다 9.94포인트(0.52%) 내린 1897.00을 기록하고 있다. ... 섬유의복 철강금속 등의 업종이 상승세고, 의약품 서비스 전기전자 등은 약세다. 시가총액 상위종목들은 한국전력 현대차 삼성물산 등을 제외하고 대부분 내림세다.  삼성생명으로 최대주주가 바뀐 삼성카드가 주주환원정책 강화 기대감에 8% 급등하고"
"2016-01-29","코스피, 약보합 출발…외국인·기관 '팔자'","코스피지수가 약보합세로 출발했다.  29일 오전 9시1분 현재 코스피지수는 전날보다 1.93포인트(0.10%) 내린 1905.01을 기록하고 있다.  외국인과 기관이 각각 398억원과 56억원의 순매도다. 개인은 207억원의 매수 우위다.  시가총액 상위종목들은 삼성물산 아모레퍼시픽 삼성생명 등을 제외하고 대부분 약세다.  한민수 한경닷컴 기자  hms@hankyung.com"
"2016-01-29","""삼성생명, 금융지주사 전환 시 재평가…목표가↑""-신한","신한금융투자는 29일 삼성생명에 대해 금융지주회사 전환 시 재평가 받을 것으로 기대한다며목표주가를 13만7000원에서 14만6000원으로 올려잡았다.  전날 삼성생명은 삼성전자가 보유한 삼성카드 주식 4339만3170주(지분율 ... 있다""며 ""아울러 변동성 완화 측면에서도 좋은 일""이라고 설명했다.  손 연구원은 그러나 ""삼성생명의 금융지주회사 전환은 단시일이 아닌 2~3년 간 점진적으로 이뤄질 가능성이 높다""며 ""삼성물산"
"2016-01-28","삼성생명, 삼성카드 최대주주된다","삼성생명이 삼성전자가 보유한 삼성카드 지분 37.45%를 전량 인수하기로 했다. 삼성전자를 포함한 비금융 계열사가 보유한 금융계열사 지분을 삼성생명에 몰아줘 중장기적으로 금융지주회사 체제로 전환하려는 움직임이라는 관측이 나온다. ... “비금융회사가 가진 금융사 지분을 사업적 관계가 있는 금융계열에 넘기기로 한 것”이라고 말했다.  삼성그룹은 2013년 12월 삼성생명이 삼성전기 삼성물산 삼성중공업이 보유한 삼성카드 지분을 사들인 것을 시작으로 비금융사의"
"2016-01-28","삼성생명 카드지분 매입…삼성 지주사 시나리오 탄력받나","그룹측 부인에도 삼성전자 지배력 강화 위해 지주사 유리  생명 중심 금융축, 전자·통합물산 중심 사업축으로 재편  삼성생명이 삼성전자가 보유한 삼성카드 지분 37.45%를 전량 인수하기로 함에 따라 삼성생명의 금융지주 ... 전체로 보면 증권·카드·보험 등 금융은 생명의 우산 아래에 들어가고 나머지 사업주력부문은 삼성전자 아래로 들어가되 궁극적으로는 통합삼성물산과 삼성전자의 합병을 통해 주식회사 삼성홀딩스를 만드는 지주회사 전환"
"2016-01-28","[취재수첩] 언론보도로 공시 대체하는 거래소","지난 26일 일부 언론에 삼성물산이 주택사업 부문을 KCC 측에 넘긴다는 시장 풍문이 기사화됐다. 사실이 맞다면 삼성물산이나 KCC 양측 모두 공시를 해야 할 주요 사안이었다.  이미 KCC와 계열사 KCC건설, 삼성물산 주가는 소문이 퍼진 25일부터 들썩이고 있었다. 전 거래일(22일) 종가 7040원이던 KCC건설 주가는 25일 장중 한때 26.3% 오른 8890원을 기록하기도 했다. KCC 또는 KCC건설이 국내 최고의 아파트 브랜드인 &"
"2016-01-28","삼성생명, 금융지주 전환 급물살…삼성카드 최대주주로","삼성전자 보유지분 37.45% 전량 인수…자사주도 300만주 매입  삼성생명이 삼성카드의 최대 주주로 올라섰다.  이를 계기로 삼성생명의 금융지주회사 전환도 급물살을 탈 것이라는 관측이 나오고 있다.  삼성생명은 28일 ... 지주회사는 금융자회사를 두는 것이 금지돼 있지만, 개정안이 통과되면 금융자회사를 거느린 중간지주회사 설립이 가능하다.  삼성생명은 삼성물산과 통합한 제일모직이 19.34%의 지분을 보유하고, 이건희 회장이 20.76%를 들고 있다.  삼성생명의"
"2016-01-28","엠비오, 광고모델로 정일우 기용","삼성물산 패션부문이 운영하는 남성복 브랜드 엠비오는 배우 정일우를 광고 모델로 기용했다고 28일 밝혔다.  엠비오 측은 브랜드의 세련되고 도시적인 이미지를 강화하고, 추구하는 정체성을 공고히 할 수 있을 것으로 판단, 정일우를 모델로 선정했다고 설명했다.  엠비오는 정일우와 함께 대표 아이템인 퍼펙트 슈트<U+2013>코트 라인과 무선통신(NFC) 기반의 스마트 액세서리를 중심으로 홍보 활동을 강화할 계획이다.  이승제 엠비오 팀장은 """
"2016-01-28","삼성물산, 올해 매출 33조169억 전망","삼성물산은 올해 연간 매출과 신규수주가 각각 33조169억원과 16조3600억원을 기록할 것으로 전망한다고 28일 공시했다.  회사 측은 ""이는 사업목표이므로 시장환경등의 변화에 따라 실제 결과와 일치하지 않을 수 있다""고 말했다.  김근희 한경닷컴 기자  tkfcka7@hankyung.com"
"2016-01-28","삼성물산, 지난해 영업이익 371억…82.6%↓","삼성물산은 지난해 연결기준 영업이익이 371억3800만원으로 전년동기 대비 82.6% 감소했다고 28일 공시했다.  매출은 13조3446억원으로 160.2% 늘어났고, 당기순이익은 490.2% 증가한 2조6856억원을 기록했다.  김근희 한경닷컴 기자  tkfcka7@hankyung.com"
"2016-01-28","실적 뚜껑 열어보니…대기업·주력업종 수익성 후퇴","국가대표 삼성전자·현대차 주춤…정유·철강 등도 어려워  중국 등 경기침체에 저유가· 미국 금리 인상도 부담…""올해 더 어렵다""  28일 삼성전자와 삼성물산, 에쓰오일 등이 실적을 발표하면서 지난해 4분기 및 지난해 연간 실적 발표가 마무리되는 모습이다.  이번 실적 시즌의 특징은 주력기업들의 수익성 후퇴로 요약된다.  국내 기업 '원투펀치'인 삼성전자와"
"2016-01-28","코스피, 1900선 회복 시도…삼성생명·카드 '강세'","우위를 나타내고 있다.  보험 금융 기계 등의 업종이 상승세고, 전기전자 섬유의복 서비스 등은 약세다. 시가총액 상위종목들은 희비가 갈리고 있다. 한국전력 삼성물산 현대모비스 등이 강세고, 삼성전자 현대차 아모레퍼시픽 등은 하락세다.  삼성생명이 금융지주회사 전환을 위해 삼성전자가 보유한 삼성카드 지분을 인수할 것이란 소식에 삼성생명과 삼성카드가 각각 5%와 3% 강세다.  반면 삼성전자는 실적 우려에 2%, 네이버는 기대 이하의 실적 발표에 5%"
"2016-01-28","""폴크스바겐, 다른 차종보다 오염물질 55% 더 배출""","브라이스 존슨 씨가 한국법인 대표이사로 등기돼 있다고 밝혔다. 요하네스 타머 사장은 경영자라고 설명했다.  과거 다국적 회사의 국내법인이나 대표자, 본사 임직원이 수사를 받거나 법정에 선 사례는 종종 있었다. 영국계인 헤르메스 펀드는 삼성물산 주식 매도와 관련한 '주가조작 의혹'으로 수사를 받았다. 법인과 해당 회사의 펀드매니저가 기소됐고, 2006년 이 사건 재판에서 본사 부회장이 회사 대표로 출석했다. 무죄가 최종 선고됐다. 2004년에는 '외환은행 매각 및 외환카드"
"2016-01-28","삼성물산, 4분기 영업손실 891억…전분기 '적자전환'","삼성물산은 지난해 4분기 영업손실이 891억4400만원으로 전분기 대비 적자전환했다고 28일 공시했다.  매출은 7조2211억원으로 전분기 대비 104.0% 증가하고, 당기순손실은 1617억원으로 적자전환했다.  김근희 한경닷컴 기자  tkfcka7@hankyung.com"
"2016-01-27","코스피, 국제유가 반등에 1% 상승…외국인 38일만에 '사자'","한국항공우주 블록딜 제외) 만에 돌아왔다. 개인은 3078억원의 매도 우위였다. 프로그램은 차익과 비차익이 모두 순매수로 2532억원의 매수 우위를 나타냈다.  의약품 음식료 의료정밀 등을 제외한 대부분의 업종이 올랐다. 시가총액 상위종목들도 삼성물산 네이버 SK하이닉스 등을 빼고 대부분 강세였다.  건설주가 박근혜 대통령의 이란 방문, 사우디아라비아 대형 프로젝트 재개 등 해외 수주 기대감에 급등했다. GS건설 신세계건설 현대건설 대림산업 등이 4~10% 상승했다.  LG화학은"
"2016-01-27","코스피, 상승 출발…기관 '사자'","코스피지수가 오름세로 장을 시작했다.  27일 오전 9시1분 현재 코스피지수는 전날보다 16.38포인트(0.88%) 상승한 1888.07을 기록하고 있다.  기관이 172억원의 순매수다. 개인과 외국인은 각각 103억원과 62억원의 매도 우위다.  시가총액 상위종목들은 현대차 삼성물산 네이버 등을 제외하고 대부분 상승세다.  한민수 한경닷컴 기자  hms@hankyung.com"
"2016-01-26","코스피, 유가·FOMC·실적 경계심에 1860선 후퇴","은행(-2.42%), 운송장비(-2.40%), 건설업(-2.24%), 유통업(-2.11%) 등이 약세를 나타낸 가운데 전기가스업(2.27%), 의약품(1.25%) 등은 상승세다.  다수의 시가총액 상위주가 내림세다.  LG화학(-7.12%), 삼성물산(-4.00%), 현대모비스(-3.23%), 기아차(-2.49%), 삼성SDS(-2.31%) 등이 떨어졌다.  코스피지수도 동반 하락 중이다.  같은 시각 코스닥은 전날보다 2.44포인트(0.36%) 내린 678.99를 나타냈다.  지수는"
"2016-01-26","코스피, 반등세 유지 실패…유가급락·FOMC 경계감","프로그램은 차익과 비차익이 모수 순매수로 145억원의 매수 우위를 나타내고 있다.  전기가스 의약품 통신 등을 제외한 대부분의 업종이 하락세다. 시가총액 상위종목들은 등락이 엇갈리고 있다. 한국전력 아모레퍼시픽 네이버 등이 강세고, 삼성전자 현대차 삼성물산 등은 내림세다.  삼성SDI가 지난 4분기 실적부진 충격에 6% 급락하고 있다.  코스닥지수는 강보합세다. 0.77포인트(0.11%) 오른 682.20이다. 개인과 기관이 각각 48억원과 7억원의 순매수다. 외국인은"
"2016-01-25","코스피, 장중 1900선 회복…기관 대형 '사자'","매도 우위다. 프로그램은 차익과 비차익이 모두 순매수로 751억원의 매수 우위를 나타내고 있다.  음식료와 보험을 제외한 전업종이 상승세다. 시가총액 상위종목들은 희비가 갈리고 있다. 한국전력 아모레퍼시픽 네이버 등이 강세고, 현대차 삼성물산 현대모비스 등은 하락세다.  그동안 상대적 약세를 기록했던 철강과 건설주가 반등하고 있다. 포스코 현대제철 GS건설 대림산업 등이 4~5% 급등 중이다.  한민수 한경닷컴 기자  hms@hankyung.com"
"2016-01-25","코스피, 이틀째 상승…글로벌 경기부양책 기대","순매도로 230억원의 매도 우위를 나타내고 있다.  의료정밀 전기가스 철강금속 등의 업종이 상승세고, 음식료 전기전자 운송장비 등은 약세다. 시가총액 상위종목들도 등락이 엇갈리고 있다. 한국전력 아모레퍼시픽 LG화학 등이 강세고, 삼성전자 현대차 삼성물산 등은 하락세다.  유가 급등에 정유화학주가 강세다. 한화케미칼 금호석유 S-Oil LG화학 등이 1~3% 상승 중이다.  코스닥지수도 오름세다. 5.67포인트(0.85%) 상스안 676.62다. 개인이 66억원의"
"2016-01-25","코스피, 상승 출발…개인만 '사자'","코스피지수가 상승세로 출발했다.  25일 오전 9시1분 현재 코스피지수는 전거래일보다 10.72포인트(0.57%) 오른 1890.15를 기록하고 있다.  개인이 123억원의 순매수다. 외국인과 기관은 각각 100억원과 29억원의 매도 우위다.  시가총액 상위종목들은 등락이 엇갈리고 있다. 한국전력 현대차 삼성물산 등이 상승세고, 아모레퍼시픽 네이버 삼성에스디에스 등은 약세다.  한민수 한경닷컴 기자  hms@hankyung.com"
"2016-01-25","한 눈에 보는 기업회의 명소 15곳","설명했다.  전시컨벤션센터와 특급호텔 못지않은 시설을 갖춘 연수시설도 기업회의 장소로 인기를 끌고 있다.  경기 가평  청심국제연수원과 청심평화월드센터  는 650명이 묵을 수 있는 숙박시설을 비롯해 컨벤션센터급 규모와 시설을 갖추고 있다. 삼성전자, 삼성물산, LG유플러스 등 연간 220여건의 기업회의와 워크숍이 이곳에서 열린다.  전북 무주  태권도원  도 기존 수련 기능을 넘어 MICE 행사 장소로 주목받고 있다. 강당, 체육관, 회의시설과 함께 최대 1300명이"
"2016-01-23","입법촉구 서명 전방위 확산…현대차 대금 조기지급","재계 산업팀 = 경제단체들이 주도한 민생구하기 입법 촉구 1천만인 서명운동이 전방위로 확산한 한 주였다.  삼성 사장단을 비롯해 LG그룹, 정유업계, CJ 등은 서비스산업발전기본법, 기업활력제고특별법 등 경제활성화 입법을 촉구하는 ... 메모리사업부 사장, 김현석 영상디스플레이(VD) 사업부 사장, 전동수 의료기기사업부 사장, 정칠희 종합기술원장, 삼성물산 최치훈 건설부문 사장과 김봉영 리조트건설부문 사장, 윤주화 삼성사회봉사단 단장, 이윤태 삼성전기 사장, 김영기 삼성전자"
"2016-01-23","[유가증권 기업공시] (22일) 삼성물산 등","삼성물산=한국수자원공사 입찰참가자격 제한 처분에 대해 대전지방법원으로부터 취소 판결.  코오롱=계열사 코오롱엘에스아이가 보유한 엠오디 주식 200만주를 장외거래를 통해 150억원에 취득."
"2016-01-22","[신설법인 현황] (2016년 1월15일~2016년 1월21일) 부산","▷유종건설(이상웅·200·철근콘크리트 공사업) 금정구 금단로 136, 상가 201호 (남산동,삼성아파트)  ▷이비어드벤쳐코리아(김진홍·50·국민체육시설 시공업) 해운대구 좌동순환로446번길 ... ▷한우리소프트(박준용·20·전자상거래) 수영구 수영로666번길 22, 103호 (광안동,경원)  ▷해림물산(이동석·10·수산물 유통업) 서구 원양로 105, 220호 (암남동,원양프라자)  인쇄출판"
"2016-01-22","코스피, 해외발 훈풍에 반색…장중 1,870선 '껑충'","은행(2.25%), 철강·금속(2.94%), 전기·전자(2.09%), 운송장비(2.74%) 등의 오름폭이 크다.  시가총액 상위주도 대부분 오름세다.  한국전력(-1.19%)만 하락한 가운데 대장주 삼성전자(1.95%)를 비롯해 현대차(1.82%), 삼성물산(2.01%), 현대모비스(3.13%), 삼성에스디에스(2.61%), SK하이닉스(3.57%), 기아차(2.57%) 등이 1% 넘는 상승률을 나타냈다.  이 시각 현재 코스닥지수는 전날보다"
