"dates","titles","paragraphs"
"2017-11-27","SK이노베이션 노사, 포항 지진 피해 복구 활동","SK이노베이션 이정묵 노동조합 위원장과 이강무 SK울산CLX 경영지원본부장 등 노사는 27일 경북 포항 지진 피해 구호물품 집결지인 양덕 한마음체육관에서 구호물품이 조속히 전달될 수 있도록 하역, 구분 작업을 했다.  SK이노베이션 제공"
"2017-11-27","SK이노베이션 8500억 투자…헝가리에 전기차 배터리 공장","SK이노베이션이 헝가리 북부 코마롬 42만9752㎡ 부지에 전기차 배터리 공장을 짓는 것으로 알려졌다. 폭발적으로 성장하는 유럽 전기차 시장을 공략하기 위해서다.  27일 업계에 따르면 SK이노베이션은 약 8500억원을 투자해 헝가리에 연간 7.8GWh 규모의 전기차 배터리를 생산할 수 있는 공장을 건설할 것으로 전해졌다. 생산 규모는 충남 서산 배터리 공장의 2배로, 약 25만 대의 전기차에 배터리를 공급할 수 있다. 2020년 상업"
"2017-11-27","한국은 기업환경 나빠지는데…미국은 '규제 완화+낮은 세금'으로 유혹","롯데케미칼의 루이지애나주는 올초 아예 휴스턴으로 옮겼으며 포스코는 지난 9월 인디애나주에 선재센터를 준공했다."
"2017-11-27","한국 떠나는 기업들…미국에 100억달러 투자","2015년 상반기의 세 배가 넘는다. 전체 해외 투자액에서 차지하는 비중은 47%에 이른다. 연간 기준으로도 미국 투자액은 올해 사상 최대를 기록할 가능성이 높다.  기업별로는 삼성전자를 비롯해 LG전자 SK이노베이션 포스코 롯데케미칼 한국타이어 CJ제일제당 등 879개 기업이 미국에 투자했다. 삼성전자는 미국 사우스캐롤라이나주 뉴베리카운티 공장을 착공한 지 5개월 만인 지난 16일부터 세탁기를 시범생산하고 있는 것으로 확인됐다.  뉴욕=김현석"
"2017-11-27","수익형부동산 거래 '쑥쑥'…유망 투자처 어디?","IoT와 연동되는 가전제품을 손쉽게 제어할 수 있다. 총 214대까지 동시 주차가 가능하다.  롯데건설은 청주시 흥덕구 복대동 ‘대농지구 롯데캐슬 시티’ 오피스텔을 분양 중이다. 단지 바로 맞은편으로 청주 SK하이닉스 공장, LG화학, SK이노베이션, SPC삼립 등 다수의 기업들이 포진한 청주 일반산업단지 상"
"2017-11-27","3분기 매출액 영업익 순이익 개선한 상장사, 시장 수익률 거뒀다","것으로, 시장 수익률과 비슷했다. 같은 기간 코스피는 2026.16p에서 2540.51p로 25.39% 올랐다.  SK하이닉스가 매출액 영업이익 순이익을 모두 개선한 대표적인 사례였다. SK하이닉스 주가는 89.52% 급등했다. 지난 ... 22개사 주가는 평균 20.45% 올랐다. 매출액까지 증가한 상장사와 비교해 주가 상승 탄력이 다소 둔화된 것이다.  SK이노베이션 주가는 37.76% 상승했다. 지난 3분기 영업이익은 전년보다 1387.92% 급증했고, 순이익은 흑자전환한 데"
"2017-11-26","SK그룹, 울산서 협력사 채용박람회","SK그룹이 27일 SK이노베이션과 SK케미칼 등 주요 관계사가 있는 울산에서 지역 협력사가 참가하는 ‘2017 SK 동반성장 협력사 채용박람회’를 연다고 26일 밝혔다.  청년실업 해소와 중소 협력사의 우수 인재 채용을 지원한다는 취지에서 2013년부터 시작해 올해로 5회째를 맞는 박람회에는 SK종합화학 등 SK이노베이션 계열사 네 곳과 SK건설 SK케미칼 SK가스 등의 지역 협력사가 참가한다. 올해 박람회는 참여 대상을 처음으로"
"2017-11-24","""""SK이노베이션, 이익 안정적…추가 M&A 등 행보 기대""""-현대차","현대차투자증권이 SK이노베이션에 대해 앞으로의 행보가 중요하다며 목표주가 27만원, 투자의견 '매수'를 유지했다.  현대차투자증권에 따르면 SK이노베이션은 안정적인 사업구조로 2018년에도 3조원대 안정적인 이익 ... 2조원 증가하면서 이익 개선을 이끌 것으로 예상된다. 화학 부문은 전년 대비 이익이 다소 감소될 것으로 보이나 SK종합화학 인수를 완료함에 따라 에틸렌 아크릴산사업 이익이 반영 될 것이란 기대다.  EV배터리 사업에 대해서는"
"2017-11-23","주가도 평가에 반영…SK CEO 성적표는","SK그룹은 자신이 맡고 있는 계열사 가치의 성과가 좋은 것으로"
"2017-11-23","산업단지 수혜 오피스텔..대규모 투자로 '승승장구'","있으며, 방산업체인 한화시스템도 구미시 잔류를 확정했다. 또한 반도체용 웨이퍼 분야 세계시장점유율 4위인 LG실트론이 SK실트론으로 인수되면서 SK하이닉스와 더불어 SK가 반도체사업에 46조원 규모 투자를 추진하고 있어 SK의 구미시 투자도 ... 규모다.  롯데건설은 충북 청주에서 ‘대농지구 롯데캐슬 시티’를 분양 중이다. 단지는 청주 SK하이닉스 공장, LG화학, SK이노베이션, SPC삼립 등 다수의 기업들이 포진돼있는 청주 일반산업단지가 위치한다."
"2017-11-22","마제스타 등","준성 전 최대주주 및 대표이사의 180억원 횡령 혐의 발생.  아미코젠=스웨덴 바이오웍스테크놀로지스 주식 100만 주를 15억원에 인수.  웨이브일렉트로=CB 전환가액을 2만4099원에서 2만939원으로 조정.  유진테크=SK하이닉스와 221억원 규모 반도체 제조장비 공급계약 체결.  피앤이솔루션=SK이노베이션과 70억원 규모 2차전지 충방전장비 공급계약 체결.  슈프리마=생체 인증 단말기 및 소프트웨어 관련 특허 취득."
"2017-11-22","SK그룹 '행복나눔 바자회' 행사… 최신원 회장 등 CEO 총출동","SK그룹이 어려운 이웃에게 따뜻한 겨울을 선물하는 행복나눔 활동에 나섰다.  SK네트웍스와 SKC, SK텔레시스, SK매직 등 SK그룹 관계사들은 22일 서울 SK 명동빌딩에서 행복나눔 바자회를 열었다. SK는 임직원과 스포츠 ... SK네트웍스 회장, SK이노베이션, SK E&S도 서울 서린동 SK빌딩에서 바자회를 열었다. 최광철"
"2017-11-22","피앤이솔루션, 69억 규모 2차전지 충방전장비 공급계약","피앤이솔루션은 SK이노베이션과 69억원 규모의 2차전지 충방전장비 공급계약을 체결했다고 22일 공시했다.  이는 지난해 연결기준 매출액의 14.87%에 해당하는 규모다. 계약기간은 내년 7월31일까지다.  안혜원 한경닷컴 기자  anhw@hankyung.com"
"2017-11-21","SK루브리컨츠, 2018년 상반기 상장한다","넘을 것으로 보여 내년 상반기 기업공개’를 보유한 세계 3위 윤활유 회사다. 원유 정제"
"2017-11-21","움츠린 화학주, 언제쯤 어깨 펼까","에틸렌은 대다수 화학제품을 만드는 데 쓰이는 기초소재로, 나프타분해시설을 보유한 대형 화학기업들만 생산할 수 있다. 상장사 가운데엔 LG화학 롯데케미칼 대한유화가 국내에서 NCC를 운영 중이다. SK이노베이션의 자회사로, 연결 실적에 영향을 주는 SK종합화학도 NCC를 갖고 있다.  지난 6월에 월평균 533.0달러로 연중 최저치를 기록했던 t당 에틸렌 스프레드는 지난 9월 814.5달러까지 치솟은 뒤 축소되고 있다. 지난달엔 760.0달러로"
"2017-11-21","정유업계, 3분기 허리케인에 '방긋'…S-OIL 이익 5배","…2016~2017년 3분기 정유 빅4 영업이익 변화. 자료=금융감독원 전자공시시스템  재고평가 이익에 석유 사업 실적 일제히 개선  SK이노베이션·현대오일뱅크, 비정유 부문 약진  GS칼텍스, 여수공장 화재 여파…화학 사업 주춤  …2016~2017년 3분기 정유 빅4 영업실적 증감률.  SK이노베이션·GS칼텍스·S-OIL·현대오일뱅크 등 빅4 정유사들이 3분기 일제히 개선된 성적표를 내놨다. 3분기가 등·경유 등 난방유 수요 감소로 전통적인"
"2017-11-21","주식매입+고금리 신용/미수 상환 “금리는 더 낮게 ,내 잔고는 두둑히!”","mdash;<U+2014><U+2014><U+2014><U+2014><U+2014><U+2014><U+2014><U+2014><U+2014><U+2014><U+2014><U+2014><U+2014><U+2014><U+2014>-"
"2017-11-20","'황금알 낳은' 중한석화, 연간 실적 목표치 초과 달성","SK그룹의 ‘차이나 인사이더’ 전략의 성공 사례로 꼽히는 중한석화가 ‘황금알을 낳는 거위’가 됐다. 올해 3분기 만에 연간 실적 목표치를 초과 달성하는 등 올해 사상 최대 실적 경신이 ... 건설하겠다는 최태원 SK 회장의 집념이 결실을 보고 있다는 평가도 나온다.  3분기 만에 작년 연간이익 넘어  20일 SK이노베이션에 따르면 자회사 SK종합화학과 중국 최대 석유기업 시노펙이 합작해 중국 후베이성 우한에 건립한 중한석화의 올해 3분기까지"
"2017-11-19","SK루브리컨츠, 중국서 윤활유 'ZIC' 판매 늘린다","SK이노베이션의 윤활유 사업 자회사인 SK루브리컨츠가 중국 시장 공략을 가속화하기 위해 플래그십 스토어를 열었다고 19일 밝혔다.  중국 윤활유 시장 규모는 2016년 기준 약 5,600만 배럴로 세계 2위 수준이며, 2025년에는 미국을 추월해 세계 최대 시장이 될 것으로 예상된다. SK루브리컨츠는 지난 1일부터 글로벌 메이저 타이어 제조업체인 미쉐린의 중국 내 1,500개 판매망을 통해 윤활유 지크 제품을 공급했다. 미쉐린의 자동차 애프터마켓"
"2017-11-19","SK, 미쉐린과 손잡고 중국 윤활유 시장 공략 박차","SK루브리컨츠를 통해 글로벌 타이어 업체 미쉐린의 중국 유통망에 주력 제품 지크 등 해외 메이저사들의 브랜드를"
"2017-11-19","""""10년차에 연봉 4억~5억 제시""""… 배터리인력 중국 유출 경계령","인력 빼내기'로 우리나라와 기술격차를 줄인 중국이 차세대 먹거리인 배터리 분야까지 넘봄에 따라 업계는 물론 정부의 대책 마련이 시급하다는 지적이다.  19일 업계에 따르면 중국 주요 배터리업체들은 LG화학, 삼성SDI, SK이노베이션 등 한국 주요 업체에 소속된 연구개발, 엔지니어 인력을 스카우트하기 위해 대대적인 공세에 나서고 있다.  A씨는 """"국내 배터리업계 전문 인력 정보를 가진 헤드헌팅 업체가 중국 회사의 용역을 수행하며 국내 인력에 접촉하고"
"2017-11-16","SK이노베이션 '광고 볼 때마다 기부' 신개념 사회공헌 선보여","SK이노베이션이 기업 광고와 기부활동을 연계한 사회적 가치 창출에 나섰다. 이 회사는 국내 기업 이미지 광고로는 처음으로 PR 캠페인 조회 수에 따라 기부액을 결정하는 방식의 사회공헌활동을 시작한다고 16일 밝혔다.  대상 광고는 지난 9월부터 펼치고 있는 기업 PR 캠페인 ‘이노베이션의 큰 그림’ 세 번째 편이다. 이 광고는 소리나 주파수가 공기와 물, 모래 등을 통과하면서 일으킨 파동을 시각적으로 표현하는 예술 기법인"
"2017-11-15","인근 원전·공장 별 피해 없어","""""포항제철소 설비 가동에는 이상이 없으며 만일의 상황을 대비해 면밀한 설비 점검 작업을 하고 있다""""고 말했다.  포항공장에서 철근하고 H형강 등을 생산하는 현대제철은 지진 직후 직원들이 대피했지만, 현재 공장으로 복귀해 피해 상황을 파악하고 있다고 밝혔다.  포항에서 가까운 울산에 있는 현대자동차 울산공장도 지진 영향 없이 정상 가동 중이다.  SK이노베이션도 울산공장에서 흔들림이 감지됐지만 가동에 아무 문제가 없다고 밝혔다.  /연합뉴스"
"2017-11-14","GS칼텍스의 '통큰 투자'… 정유 넘어 석유화학 영토 확장","나온다.  왜 투자하나  국내 석유화학업계 ‘빅2’로 꼽히는 LG화학과 롯데케미칼은 에틸렌 시황 호조로 올해 3분기까지 각각 2조3135억원과 2조3132억원의 누적 영업이익을 올렸다. 정유업계 1위인 SK이노베이션도 같은 기간 영업이익 2조3891억원 가운데 62%를 화학·윤활유 등 비 등 화학업체들은 글로벌 경기 호황에"
"2017-11-14","'정유 빅2' GS칼텍스, 석유화학사업 강화","예정이다. 이에 대해 회사 관계자는 “시설투자를 검토하고 있지만 NCC 투자를 최종 확정한 것은 아니다”고 말했다.  GS칼텍스는 LG화학에 이어 국내에서 일곱 번째로, 정유사 가운데서는 SK이노베이션에 이어 두 번째로 NCC를 보유할 전망이다.  김보형 기자 kph21c@hankyung.com"
"2017-11-13","배후수요 넘쳐나는 '알짜 입지' 오피스텔 '주목'","분양 중이다. 대규모 산업단지를 배후에 두고 있어 탄탄한 수요층을 확보할 전망이다.  단지 바로 맞은편으로 청주 SK하이닉스 공장, LG화학, SK이노베이션, SPC삼립 등 다수의 기업들이 포진돼있는 청주 일반산업단지가 ... IBK기업은행, KEB하나은행 본점, 대신증권, 미래에셋대우, 유안타증권 본점 등의 금융 밀집지구가 있다.  또 SK, 롯데, 한화그룹 등 국내 굴지의 대기업본사들도 자리한다. 여기에 4만여 협력사업체까지 모여있는 중소기업 밀집지구"
"2017-11-12","배럴당 60달러 넘은 국제유가… 관련종목 '희비'","작다는 얘기다.  정유업도 유가 상승의 혜택을 보고 있다. 일반적으로 정유업종 실적은 원유를 수입하고 이를 정제해 되파는 정제마진 규모로 결정된다. 하지만 유가가 오르면 이미 사둔 원유의 평가 이익이 늘어난다. 지난 3개월간 SK이노베이션과 에쓰오일이 각각 22.67%, 6.78% 오른 주요 배경이다. 4분기는 원유 수요가 늘어나는 성수기다. 난방 활동 등이 늘어나기 때문이다. 윤성노 대신증권 연구원은 “글로벌 경기 회복이 이뤄지고 있어 정제유 수요도"
"2017-11-12","SK의 '호랑이굴 전략'… 미국서 셰일 채굴 노하우 쌓아 중국·러시아 진출","미국 오클라호마주의 광활한 셰일광구가 있는 곳이다. 여기에 있는 108곳 유정에선 ... 우드퍼드 셰일광구에 3억6000만달러를 투자해 지분 49.9%를 확보했다. 총매장량 7600만t 가운데 3800만t이 SK E&S의 몫이다.  SK이노베이션은 2014년 6월 똑같은 3억6000달러를 들여 그랜트·가필드"
"2017-11-12","다우 포장재사업 인수한 SK이노베이션 """"심봤다""""","미국 텍사스주산도 기술을 빨리 습득해 패키징 관련 종합솔루션을 제공하는 회사로"
"2017-11-12","셰일혁명을 주시해야 하는 이유","지난 8일 미국 오클라호마주 털사 공항에 내려 차량으로 두 시간 거리에 있는 SK이노베이션 셰일오일 광구로 향했다. 가는 도중 곳곳에서 셰일오일 시추 현장과 셰일오일·가스를 끌어올리는 펌핑 유닛 수준이다. 사실상 도박이나 다름"
"2017-11-12","외국인 '바이 코리아' 행진…전기차 대표 주자인 LG화학·삼성SDI 주목","작용도 한다.  최근 시장이 3분기 실적시즌을 지나고 있는 가운데 국내 기업의 3분기 실적은 좋은 편이다. 삼성전자 SK하이닉스 등 IT 기업들이 사상 최대 실적을 이어가고 있다. 올해 코스피200 종목의 영업이익은 총 180조원을 넘을 ... 지역에서 국내 기업이 경쟁국인 일본을 앞서는 모습을 보이고 있어 고무적이다. 대표 기업으로 LG화학, 삼성SDI, SK이노베이션이 있다.  게임·음원 등 엔터테인먼트산업도 긍정적이다. 대표 기업으로 엔씨소프트와 넷마블게임즈가 있다."
"2017-11-10","'방탄소년단 효과'에 사회적 기업 모어댄 가방 '품절 대란'유료","상태입니다. 수작업으로 가방을 제작하는만큼 쇄도하는 주문을 맞추기 어려워서입니다. 모어댄은 해당 홈페이지에 팝업 창을 열어 별도로 예약 주문을 받고 있습니다.  모어댄은 업사이클링을 통해 환경을 지키고 일자리를 창출하는 회사로, SK이노베이션의 지원을 받아 2015년 설립됐습니다. 전세계적으로 자동차 생산과정 및 폐 자동차에서 재활용되지 않고 버려지는 천연가죽, 에어백, 안전벨트는 연간 400만<U+E411>에 이릅니다. 최이현 모어댄 대표는 폐기물 처리 비용만으로도 천문학적인 금액이 필요해"
"2017-11-10","코스피, 2540선으로 '미끌'…코스닥은 1% 상승","91억원 순매수, 비차익거래 12억원 순매도로 전체 79억원의 자금이 유입됐다.  업종별로는 의료정밀 통신 전기가스 철강금속 서비스 보험 등을 제외한 대부분의 업종이 하락했다. 시가총액 상위종목 중 KT&G는 3.85%, SK이노베이션 현대중공업 삼성바이오로직스 등은 2% 이상 떨어졌다.  LIG넥스원은 4분기 실적 둔화 전망에 17.52% 급락했다. LIG넥스원은 전날 올해 예상 영업이익을 기존 1170억원에서 468억원으로 정정했다.  반면 CJ CGV 3분기"
"2017-11-10","코스피, 외국인·기관 '매도공세'에 2540선서 하락","363억원 순매도로 전체 342억원의 자금이 빠져나가고 있다.  업종별로는 의료정밀 통신 전기가스 철강금속 등을 제외한 대부분의 업종이 내림세다. 시가총액 상위종목 중 KT&G는 3% 이상, 삼성바이오로직스 LG생활건강 SK이노베이션 등은 2% 이상 내림세다.  LIG넥스원은 4분기 실적 둔화 전망에 17% 이상 급락 중이다. LIG넥스원은 전날 올해 예상 영업이익을 기존 1170억원에서 468억원으로 정정했다.  반면 CJ CGV 3분기 실적 개선과 4분기"
"2017-11-10","코스피,  증시 하락에 '미끌'…외인·기관 '팔자'","개인이 1032억원 순매수다. 프로그램 매매는 차익거래와 비차익거래 모두 순매도로 전체 861억원의 자금이 빠져나가고 있다.  업종별로는 의료정밀 통신 전기가스 철강금속 등을 제외한 대부분의 업종이 내림세다. 시가총액 상위종목 중 SK이노베이션은 2% 이상 하락 중이다. LG생활건강 S-Oil 우리은행 삼성전기 등은 1% 이상 내림세다. 강원랜드 아모레G 롯데케미칼은 상승세다.  LIG넥스원은 4분기 실적 둔화 전망에 16% 이상 급락 중이다. LIG넥스원은 전날 올해"
"2017-11-10","무역·산업 정통한 경제관료… 김영주 무역협회장 내정자","것으로 전해진다.  현재 한국건설생활환경시험연구원 이사장과 두산건설의 사외이사를 맡고 있다.   서울  서울고  서울대 사회학과  미국 시카고대 경영학 석사  행시 17회  기획예산처 재정기획국장  재정경제부 차관보  대통령 정책기획비서관  대통령 경제정책수석비서관  국무조정실장  산업자원부 장관  연세대 경제대학원 석좌교수  SK이노베이션 사외이사  한국건설생활환경시험연구원 이사장  두산건설 사외이사  /연합뉴스"
"2017-11-10","코스피, 이틀 연속 하락…2530선으로 '미끌'","팔고있다. 개인이 358억원 순매수다. 프로그램 매매는 차익거래와 비차익거래 모두 순매도로 전체 433억원의 자금이 빠져나가고 있다.  업종별로는 전기가스 의료정밀 통신 등을 제외한 대부분의 업종이 하락세다. 시가총액 상위종목 중 SK이노베이션은 2% 이상 하락 중이다. LG생활건강 S-Oil 우리은행 삼성전기 등은 1% 이상 내림세다.  LIG넥스원은 4분기 실적 둔화 전망에 장 초반 15% 이상 급락 중이다. LIG넥스원은 전날 올해 예상 영업이익을 기존 1170억원에서"
"2017-11-10","""""내년 국제 유가 평균 55불로 소폭 상승…박스권은 지속""""-IBK","IBK투자증권은 내년도 서부텍사스원유"
"2017-11-07","호실적 타고 뜨거워지는 정유주","올 3분기에 사상 최대 규모의 분기 영업이익을 기록한 정유주가 우상향 궤적을 그리고 있다.  7일 유가증권시장에서 SK이노베이션은 2000원 오른 12만8000원으로 마감했다. 3거래일 연속 올랐다. GS칼텍스를 손자회사로 둔 GS도 3.34% 올랐다.  정유주들의 3분기 실적이 지난해보다 배 이상 커지며 호황을 누린 게 최근 상승흐름의"
"2017-11-07","코스피, 2550선 초반서 오르락 내리락…기관 홀로 '사자'","217억원 순매도, 비차익거래 330억원 순매수로 전체 112억원의 자금이 유입되고 있다.  업종별로는 증권 철강금속 서비스는 상승세다. 반면 전기가스 운수창고 의약품 등이 하락하고 있다. 시가총액 상위종목의 경우 넷마블게임즈 포스코 SK이노베이션 등이 1% 이상 오름세를 보이고 있고, 아모레퍼시픽 LG생활건강 삼성에스디에스 현대모비스 등이 1% 이상 하락 중이다.  신세계는 적자를 이어오던 면세점 부문이 흑자전환했다는 소식에 9% 이상 급등세다.  코스닥 지수는 전날보다 0"
"2017-11-07","10분 내 출퇴근 '직주근접형' 단지 336가구","프리미엄을 누릴 수 있다.  120만7632㎡규모의 1공구가 지난 9월 준공, 내년부터 본격 가동될 예정이다. 여기에는 SK하이닉스, LG생활건강, LG전자, LG화학, SK이노베이션, LS산전 등 전기전자, 정보통신기술 분야 관련 ... 2조2000억원을 투입, 2019년 6월까지 개발을 완료할 계획이다. 2019년 12월 경 전체 조성이 완료되면 SK하이닉스, LG생활건강 관련 고용인원만 6000여명에 달할 전망이다.  '청주 테크노폴리스 지웰'은"
"2017-11-06","한국산 전기차 배터리 '고립무원'","3분기 LG화학의 전지사업 부문은 매출 1조1888억원, 영업이익 181억원을 기록했다. 삼성SDI의 전지부문 매출은 1조1679억원이다. 영업손익을 밝히지 않고 있으나 시장에서는 수십억원대의 적자를 본 것으로 보고 있다. 후발주자인 SK이노베이션은 전지 등 신규 사업이 속해 있는 기타 부문 매출이 1385억원, 영업적자는 776억원에 달했다.  전기차 최대 시장인 중국으로 눈을 돌리고 싶어도 국내산 배터리를 장착한 전기차는 아직 보조금 지급 대상에서 제외되고 있다. 중국과"
"2017-11-06","떳다! 추천주!","바란다.  ◈ 최근 추천종목 결과   롯데관광개발 : 11/1 → 매도 11/1  합+62%   SK증권우 : 10/31 → 매도 11/1  합+60%   삼보산업 : 10/27 → 매도 10/30 ... 회원가입해보자. 누구나 참여할 수 있다.   이슈종목 : 한솔홈데코, SK이노베이션, 넷게임즈, 한일사료, 위지트"
"2017-11-06","IT 입히고, 불시에 대응 훈련… 더 강해진 '안전경영 퍼스트'","관리하는 ‘안전정보 시스템’ 등을 양대 축으로 하는 통합 안전관리 시스템을 구축하고 본격 운영에 들어갔다.  SK그룹의 안전 경영 원칙은 안전의 앞글자를 딴 ‘SHE’다. SHE의 핵심은 매뉴얼에 따른 대응과 보고를 통한 공유 및 전사적 대응이다. SK이노베이션과 SK텔레콤, SK하이닉스 등 주요 계열사는 ‘사고관리 규정’ ‘위기대응 프로세스’ 등"
"2017-11-06","SK, 'SHE 원칙' 아래 전사적 사고 대응 협업체계","SK그룹의 안전경영 원칙은 ‘SHE’다. 안전의 앞글자를 딴 조어다. SK 관계자는 “SK의 주력 사업인 정유, 석유화학, 반도체는 ... 집중하고 있다”고 말했다.  SHE의 핵심은 매뉴얼에 따른 대응과 보고를 통한 공유 및 전사적 대응이다. SK이노베이션과 SK텔레콤, SK하이닉스 등 주요 계열사는 ‘사고관리규정’ ‘위기대응 프로세스’"
"2017-11-06","코스피, 기관 '팔자'에 2550 턱 밑 마감…코스닥 700선 지켜","제외하고 대부분 하락했다. 철강금속 전기가스업 통신업 금융업이 1% 넘게 떨어졌다.  시가총액 상위 종목은 대부분 하락했다. 삼성전자는 보합 수준인 281만9000원에 마감했고  SK하이닉스 현대차 LG화학 POSCO 삼성물산 삼성생명 한국전력 신한지주 SK텔레콤이 1~2% 떨어졌다. KB금융은 3% 약세였다.  반면 현대모비스 SK이노베이션 LG생활건강 아모레퍼시픽 삼성에스디에스 넷마블게임즈 등은 올랐다.  코스닥지수는 700선을 지켰다. 전 거래일보다"
"2017-11-06","코스피, 2540선서 지지부진…시총상위 '우수수'","내린 2543.01을 기록하고 있다.  기관이 홀로 2816억원 순매도중이다. 개인 외국인은 각각 1793억원 599억원 매수 우위다.  시가총액 상위 종목은 대부분 힘을 못쓰고 있다. SK하이닉스 LG화학 POSCO 삼성물산 삼성생명 한국전력 KB금융 신한지주 SK텔레콤이 1~2% 약세다.  반면 현대모비스 SK이노베이션 LG생활건강 아모레퍼시픽은 1~2% 상승중이다.  같은시간 코스닥지수는 700선에서 상승 흐름을 유지중이다. 전날보다 0."
"2017-11-06","코스피, 2530선으로 후퇴…코스닥은 700선 지켜","전기가스업 통신업 은행 등은 1% 넘게 빠지고 있다.  시가총액 상위 종목들도 하락이 우위다. 삼성전자는 1% 넘게 하락하며 278만원대에 거래중이다. LG화학 POSCO 삼성물산 삼성생명 삼성바이오로직스 한국전력 KB금융 신한지주 SK텔레콤도 1~2% 약세다.  반면 현대모비스 SK이노베이션은 1% 넘게 오르고 있다.  코스닥지수는 700선에서 상승 흐름을 유지중이다. 전 거래일보다 1.18포인트 상승한 702.31에 거래중이다.  개인이 홀로 1812억원"
"2017-11-06","무료체험 신청안전한 급등주 매매 ”수익목표 제시, 단타방법교육”","재미와 솔솔한 수익까지 챙긴다.  ○ 선호 종목 성향  급등주라고 모두 소형주는 아니다. 견실한 스몰캡 종목과 상승 재료를 갖춘 우량주를 선별적으로 추천하여 급등주도 안전할 수 있다는 모범사례를 제시한다.  ★  ’손실나지 않는 투자’ 나폴레옹 무료리딩방 참여"
"2017-11-06","찬바람 불기 시작했다…배당수익 높은 우선주 노려볼까","71만2천 주, 우선주 17만8천 주를 취득해 소각하겠다고 발표했다.  또 미래에셋생명은 12월 평균주가의 3% 이상을 현금 배당하겠다고 밝혔고, KT&G는 주당 배당금을 작년보다 200원 이상 증액하는 방안을 검토 중이다.  SK이노베이션의 경우 올해 창사 이후 처음 중간배당에 나서기도 했다.  고경범 유안타증권 연구원은 """"삼성전자의 배당 증액을 고려해도 여전히 우리 증시의 배당수익률은 글로벌 대비 저조한 것이 사실""""이라고 지적했다.  고 연구원은 """"이러한"
"2017-11-03","코스피, 외국인·개인 '팔자'에 하락…2540선으로 밀려","714억원의 자금이 유입되고 있다.  업종별로는 등락이 엇갈리고 있다. 전기전자 기계 의료정밀 등은 하락세다. 반면 의약품 음식료품 증권 등은 상승하고있다. 시가총액 상위종목의 경우 엔씨소프트 삼성SDI LG화학 등은 내림세다. 삼성생명 SK이노베이션 등이 상승 중이다.  롯데제과는 장 중 16만9000원까지 떨어지면서 52주 신저가를 기록했다. 반면 한미약품은 당뇨병치료제 '에페글레나타이드' 임상시험 3상 진입 소식에 4% 이상 오르고 있다.  코스닥 지수도"
"2017-11-03","코스피,  훈풍에 하루 만에 2550선 회복…기관 '사자'","각각 375억원과 269억원 순매도다. 프로그램 매매는 차익거래와 비차익거래 모두 순매수로 전체 346억원의 자금이 유입되고 있다.  전기전자 서비스 의료정밀 등을 제외한 전 업종이 상승세다. 시가총액 상위종목의 경우 삼성생명 SK이노베이션 LG생활건간 등이 2%대 상승 중이다. 반면 엔씨소프트 삼성SDI LG화학 등은 하락하고 있다.  애플 아이폰X의 흥행으로 관련 부품주인 LG이노텍은 3% 이상 뛰고 있다. 한미약품은 당뇨병치료제 '에페글레나타이드'"
"2017-11-03","""""SK이노베이션, 연간 3조원 이익 확보…주가 저평가""""-메리츠","메리츠종금증권은 3일 SK이노베이션에 대해 연간 3조원의 이익 규모를 확보했다며 주가는 저평가돼있다고 밝혔다. 투자의견 매수, 목표주가 27만5000원을 유지했다.  노우호 연구원은 """"3분기 실적은 일회적 비용에 빛을 바랬다""""며 """"다만 4분기에는 영업이익 9870억원을 기록하며 수익을 개선할 것""""이라고 말했다.  노 연구원은 4분기 정유 이익이 5287억원을 기록해 이익 확대를 주도할 것으로 봤다. 화학은 P-X"
"2017-11-02","SK이노베이션의 '서프라이즈'","SK이노베이션이 주력과 신수종 사업 모두 약진하며 지난해에 이어 올해도 사상 최대 실적을 기록할 전망이다.  SK이노베이션은 올해 3분기 매출이 전년 동기 대비 21.2% 증가한 11조7589억원을, 영업이익은 132.2% 급증한 9636억원을 각각 기록했다고 2일 발표했다. 당기순이익은 87.3% 늘어난 6963억원으로 집계됐다.  회사 측은 주력인 원유 정제를 통한 석유 사업과 신수종 사업으로 꼽히는 화학·윤활유 사업에서 고른 실적을"
"2017-11-02","SK이노베이션 3분기 영업이익 9천636억원…전년비 132%↑","화학·윤활유사업 3분기 누적 영업이익, 이미 작년 연간실적 넘어  SK이노베이션은 지난 3분기 연결 기준으로 매출 11조7천589억원에 영업이익 9천636억원을 기록했다고 2일 공시했다.  전년 대비 각각 21.2%, 132.2% 증가했다.  사업별로 보면 석유사업은 국제유가 강세와 글로벌 재고 감소에 따른 정제마진 개선으로 영업이익이 급증, 5천264억원의 영업이익을 기록했다.  SK이노베이션은 석유사업이 계절적 성수기에 들어서는 4분기에도"
"2017-11-02","SK이노베이션, 3분기 영업익 9636억…전년비 132%↑","SK이노베이션은 올 3분기 연결 기준 영업이익이 9636억600만원으로 전년동기 대비 132.26% 증가했다고 2일 공시했다.  매출은 11조7588억원으로 21.19% 늘었고, 순이익은 87.27% 증가한 6963억500만원으로 잠정집계됐다.  김근희 한경닷컴 기자  tkfcka7@hankyung.com"
